temp_h,humidity,pressure,pitch,roll,yaw,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,timestamp
29.720863342285156,32.57440185546875,896.279052734375,359.7469815385711,1.8584596818843848,138.23882140452935,-7.1280598640441895,-6.16213846206665,7.1882147789001465,0.0026669050566852093,0.032291412353515625,0.9877033233642578,['x'],['y'],['z'],2020-03-25 18:39:17.026393
29.701797485351562,31.930309295654297,896.26171875,359.75263853602945,1.8554765967643818,138.2527549904362,-15.040793418884277,-12.36071491241455,14.989202499389648,0.004848918411880732,0.03253420814871788,0.9889218211174011,['x'],['y'],['z'],2020-03-25 18:39:17.086969
29.701797485351562,31.930309295654297,896.263427734375,359.75194169665156,1.8553434080755664,138.3794413391616,-18.32979393005371,-14.937076568603516,18.39518165588379,0.0033942428417503834,0.03180582821369171,0.9881907105445862,['x'],['y'],['z'],2020-03-25 18:39:17.153791
29.720863342285156,32.56105041503906,896.263671875,359.7547652595019,1.857683601639942,138.5045977255129,-19.945158004760742,-16.083168029785156,19.164302825927734,0.004364026710391045,0.030834658071398735,0.988434374332428,['x'],['y'],['z'],2020-03-25 18:39:17.210909
29.701797485351562,32.31075668334961,896.263427734375,359.7571972070528,1.8600786501610893,138.64434339593134,-20.62539291381836,-16.385448455810547,19.989273071289062,0.0029093509074300528,0.03253420814871788,0.9891654849052429,['x'],['y'],['z'],2020-03-25 18:39:17.264314
29.701797485351562,32.31075668334961,896.260986328125,359.7610412962146,1.8640043013865542,138.81225676648694,-21.044979095458984,-16.469032287597656,20.22682762145996,0.0041215806268155575,0.03326258063316345,0.9886780977249146,['x'],['y'],['z'],2020-03-25 18:39:17.320358
29.606475830078125,33.785823822021484,896.2578125,359.7631965677433,1.866420053918623,138.97249300441544,-20.953968048095703,-16.387483596801758,20.354347229003906,0.004848918411880732,0.0313202403485775,0.9894092082977295,['x'],['y'],['z'],2020-03-25 18:39:17.373904
29.73992919921875,32.54436492919922,896.26025390625,359.7660893396198,1.8672625150640618,139.1288223741387,-20.893186569213867,-16.533178329467773,20.348453521728516,0.003879134776070714,0.0313202403485775,0.990384042263031,['x'],['y'],['z'],2020-03-25 18:39:17.441362
29.606475830078125,32.667842864990234,896.267578125,359.76615769487233,1.867687267453072,139.2588281948007,-21.24054718017578,-16.39585304260254,20.523319244384766,0.0033942428417503834,0.03204862028360367,0.990384042263031,['x'],['y'],['z'],2020-03-25 18:39:17.498339
29.606475830078125,32.667842864990234,896.267333984375,359.7748450018055,1.8688138217793009,139.40743945076184,-20.935728073120117,-16.242582321166992,20.492631912231445,0.004364026710391045,0.032291412353515625,0.988434374332428,['x'],['y'],['z'],2020-03-25 18:39:17.550776
29.720863342285156,33.53553009033203,896.258544921875,359.77671553982316,1.8678947344491112,139.55225312154445,-20.898784637451172,-16.06769561767578,20.215194702148438,0.0041215806268155575,0.031077450141310692,0.9891654849052429,['x'],['y'],['z'],2020-03-25 18:39:17.611250
29.73992919921875,32.601097106933594,896.251708984375,359.7754560369319,1.8644819877416319,139.70227139647463,-20.996803283691406,-16.330718994140625,20.599334716796875,0.0033942428417503834,0.03253420814871788,0.990384042263031,['x'],['y'],['z'],2020-03-25 18:39:17.678926
29.66366958618164,32.601097106933594,896.241943359375,359.78025098981186,1.8659679807729328,139.8138630271343,-20.95240020751953,-16.129066467285156,20.009857177734375,0.004364026710391045,0.03180582821369171,0.9896529316902161,['x'],['y'],['z'],2020-03-25 18:39:17.735506
